OBJECTID,poly_SourceOID,poly_IncidentName,poly_FeatureCategory,poly_MapMethod,poly_GISAcres,poly_CreateDate,poly_DateCurrent,poly_PolygonDateTime,poly_IRWINID,poly_FORID,poly_Acres_AutoCalc,poly_SourceGlobalID,poly_Source,attr_SourceOID,attr_ABCDMisc,attr_ADSPermissionState,attr_CalculatedAcres,attr_ContainmentDateTime,attr_ControlDateTime,attr_CreatedBySystem,attr_IncidentSize,attr_DiscoveryAcres,attr_DispatchCenterID,attr_EstimatedCostToDate,attr_FinalAcres,attr_FFReportApprovedByTitle,attr_FFReportApprovedByUnit,attr_FFReportApprovedDate,attr_FireBehaviorGeneral,attr_FireBehaviorGeneral1,attr_FireBehaviorGeneral2,attr_FireBehaviorGeneral3,attr_FireCause,attr_FireCauseGeneral,attr_FireCauseSpecific,attr_FireCode,attr_FireDepartmentID,attr_FireDiscoveryDateTime,attr_FireMgmtComplexity,attr_FireOutDateTime,attr_FireStrategyConfinePercent,attr_FireStrategyFullSuppPrcnt,attr_FireStrategyMonitorPercent,attr_FireStrategyPointZonePrcnt,attr_FSJobCode,attr_FSOverrideCode,attr_GACC,attr_ICS209ReportDateTime,attr_ICS209RptForTimePeriodFrom,attr_ICS209RptForTimePeriodTo,attr_ICS209ReportStatus,attr_IncidentManagementOrg,attr_IncidentName,attr_IncidentShortDescription,attr_IncidentTypeCategory,attr_IncidentTypeKind,attr_InitialLatitude,attr_InitialLongitude,attr_InitialResponseAcres,attr_InitialResponseDateTime,attr_IrwinID,attr_IsFireCauseInvestigated,attr_IsFireCodeRequested,attr_IsFSAssisted,attr_IsMultiJurisdictional,attr_IsReimbursable,attr_IsTrespass,attr_IsUnifiedCommand,attr_LocalIncidentIdentifier,attr_ModifiedBySystem,attr_PercentContained,attr_PercentPerimToBeContained,attr_POOCity,attr_POOCounty,attr_POODispatchCenterID,attr_POOFips,attr_POOJurisdictionalAgency,attr_POOJurisdictionalUnit,attr_POOJurisdictUnitParentUnit,attr_POOLandownerCategory,attr_POOLandownerKind,attr_POOLegalDescPrincipalMerid,attr_POOLegalDescQtr,attr_POOLegalDescQtrQtr,attr_POOLegalDescRange,attr_POOLegalDescSection,attr_POOLegalDescTownship,attr_POOPredictiveServiceAreaID,attr_POOProtectingAgency,attr_POOProtectingUnit,attr_POOState,attr_PredominantFuelGroup,attr_PredominantFuelModel,attr_PrimaryFuelModel,attr_SecondaryFuelModel,attr_TotalIncidentPersonnel,attr_UniqueFireIdentifier,attr_FORID,attr_WFDSSDecisionStatus,attr_EstimatedFinalCost,attr_OrganizationalAssessment,attr_StratDecisionPublishDate,attr_CreatedOnDateTime_dt,attr_ModifiedOnDateTime_dt,attr_Source,attr_IsCpxChild,attr_CpxName,attr_CpxID,attr_SourceGlobalID,GlobalID,SHAPE_Length,SHAPE_Area
16459,10327,Roadkill,Wildfire Daily Fire Perimeter,Hand Sketch,1.5,2023/05/02 23:17:48+00,2023/05/03 20:44:09+00,2023/05/03 02:39:59+00,{1EFCD6A4-64E7-42A1-B450-8440EDB5ECA4},,1.391976841,{040DB2DB-4A26-4C33-A127-A34135A34B6D},2023 NIFS,28027071,,DEFAULT,,,,INFORM_Inspector,1.5,1.5,MNMNCC,,,,,,,,,,,,,P7NN,,2023/05/02 21:39:59+00,,,,,,,,,EACC,,,,,,Roadkill,,WF,FI,,,,,{1EFCD6A4-64E7-42A1-B450-8440EDB5ECA4},,0,0,,,,,6,firecode,,,,St. Louis,MNMNCC,27137,,,,Private,Private,,,,,,,EA03,DNR,MN2PS,US-MN,,,,,,2023-MN2PS-000006,,No Decision,,,,2023/05/02 23:17:37+00,2023/05/02 23:17:42+00,IRWIN,0,,,{4A191B53-B70E-4E7A-ACDD-997AF8DB5AAC},{F1198888-3D59-4BB8-9E1D-DFE7C0CFE25B},0.003708632,-6.64E-07
16460,10418,Oliver ,Wildfire Daily Fire Perimeter,Mixed Methods,,2023/05/03 17:40:42+00,2023/05/03 21:08:29+00,,{5F87B4A1-A9A3-4FF0-9D1F-E528757F9423},,60.38281609,{3D9AF50E-2779-40B3-9D60-21CEA9FC1D0E},2023 NIFS,28027141,,DEFAULT,,2023/05/07 18:55:00+00,2023/05/07 18:56:00+00,wildcade,60,0.1,AZTDC,,,,,,,,,,Human,,,P7N7,,2023/05/03 01:00:55+00,,2023/05/07 18:57:00+00,,,,,,,SWCC,,,,,,OLIVER,,WF,FI,33.061,-109.8468,,,{5F87B4A1-A9A3-4FF0-9D1F-E528757F9423},,0,1,,,,,282,wildcade,,,,Graham,AZTDC,4009,BLM,AZGID,,BLM,Federal,,,,,,,SW06S,BLM,AZGID,US-AZ,,,,,,2023-AZGID-000282,,No Decision,,,,2023/05/03 14:22:51+00,2023/05/07 18:56:29+00,IRWIN,0,,,{7200A0D1-4465-4F09-90F3-6303FB408763},{44E5FACB-A81D-404A-A632-CFD2B6208229},0.05306743,-2.36E-05
16461,10552,Goose Egg Fire,Wildfire Daily Fire Perimeter,Hand Sketch,0.01,2023/05/04 14:23:07+00,2023/05/04 14:34:24+00,2023/05/04 14:32:41+00,{6F836484-3574-457E-A7B8-062851CD4602},,0.010241244,{2E2421CE-176A-4130-9052-B56A6164E78F},2023 NIFS,28027333,,DEFAULT,,,,INFORM_Inspector,0.1,0.1,MNMNCC,,,,,,,,,,,,,,,2023/05/03 22:15:59+00,,,,,,,,,EACC,,,,,,Goose Egg Fire,,WF,FI,,,,,{6F836484-3574-457E-A7B8-062851CD4602},,0,0,,,,,1,INFORM_Inspector,,,,Koochiching,MNMNCC,27071,,,,Private,Private,,,,,,,EA01,DNR,MNMNS,US-MN,,,,,,2023-MNMNS-000001,,No Decision,,,,2023/05/04 14:11:00+00,2023/05/04 14:11:00+00,IRWIN,0,,,{75763573-411F-4D7F-9E95-5DA01CB19797},{1B844F69-83CA-4320-982F-0A49D6339CD9},0.000272371,-5.05E-09
16463,10203,Red Owl Trail,Wildfire Daily Fire Perimeter,GPS-Walked,,2023/05/02 01:35:48+00,2023/05/22 18:35:59+00,,{279201B2-C067-4920-A1F7-E419E729833E},,0.262334636,{8AF17E53-F947-4083-8DD9-B299A5793EC7},2023 NIFS,28026887,,FIREREPORTING,,2023/05/02 01:23:00+00,2023/05/02 02:05:00+00,wildcad,0.47,0.47,MTKIC,,,,,,,,,,Human,,,,,2023/05/01 22:50:37+00,,2023/05/09 19:28:00+00,,,,,,,NRCC,,,,,,Red Owl Trail,,WF,FI,48.02669,-113.9302,0.47,,{279201B2-C067-4920-A1F7-E419E729833E},,0,0,0,0,0,,110,wildcad,,,,Lake,MTKIC,30047,,,,Private,Private,,,,,,,NR02,DNRC,MTNWS,US-MT,,,,,,2023-MTNWS-000110,,No Decision,,,,2023/05/02 00:02:29+00,2023/05/09 19:30:09+00,IRWIN,0,,,{43F00EC9-CA6C-433F-AD73-D30EE3BA8EFD},{1D2BC7AD-24CC-4D7E-ACCB-54FFFB617C66},0.002088376,-1.28E-07
16464,10305,7608 Lost Horse Creek,Wildfire Daily Fire Perimeter,Hand Sketch,0.1,2023/05/02 21:33:17+00,2023/05/04 16:09:21+00,2023/05/03 01:39:20+00,{A4BA607B-F86C-491C-8037-F9E0044DB36D},,0.784116581,{80459839-B07F-4014-AC04-0DC657EACAF3},2023 NIFS,28027046,,DEFAULT,,2023/05/03 23:25:00+00,2023/05/03 23:25:00+00,wildcad,3,0.1,MTHDC,,,,,,,,,,Human,,,,,2023/05/02 20:39:20+00,,,,,,,,,NRCC,,,,,,7608 Lost Horse Creek,,WF,FI,46.75394,-112.4028,3,,{A4BA607B-F86C-491C-8037-F9E0044DB36D},,0,1,0,0,0,,88,wildcad,,,,Lewis and Clark,MTHDC,30049,,,,Private,Private,,,,,,,NR11,DNRC,MTCES,US-MT,,,,,,2023-MTCES-000088,,No Decision,,,,2023/05/02 21:33:05+00,2023/05/03 23:27:11+00,IRWIN,0,,,{DA0179E7-F974-4730-9A95-3FEA4BA4CF84},{FE9FC3DB-5AB1-4800-8CC1-0D0D7BC2FC7C},0.004394163,-3.74E-07
16468,16517,Palmer 2 ,Wildfire Final Fire Perimeter,Hand Sketch,1,2023/05/04 16:08:21+00,2023/05/04 16:08:21+00,2023/05/04 16:08:21+00,{E77BAD9A-B632-4C38-8954-8787E94382BC},{639B2CC7-A2E8-4118-AC6E-0627006F2C80},0.162533583,,FFP,1799863,,CERTIFIED,,2023/02/27 21:49:59+00,2023/03/21 00:00:00+00,wildcad,1,,MSMIC,,,,,2023/05/04 16:08:18+00,,,,,,,,P5NK,,2023/02/27 20:05:00+00,,2023/03/21 00:01:00+00,,,,,P8,807,SACC,,,,,,Palmer 2 ,,WF,FI,31.50028,-88.77093,,2023/02/27 20:38:00+00,,1,,0,,,0,,115,wildcad,,,,Wayne,MSMIC,28153,USFS,MSMNF,,USFS,Federal,,,,,,,,USFS,MSMNF,US-MS,Nonburnable,NB1,,,,2023-MSMNF-000115,{639B2CC7-A2E8-4118-AC6E-0627006F2C80},,,,,2023/02/27 20:45:26+00,2023/03/21 00:25:39+00,FODR,,,,{E25F345F-0ABA-4D97-91B0-DDD2F3CEF80A},{D4257A69-A050-4388-ADDF-EE7716A19926},0.001799905,-6.24E-08
16469,16518,Talmer,Wildfire Final Fire Perimeter,Hand Sketch,1,2023/05/04 16:14:38+00,2023/05/04 16:14:38+00,2023/05/04 16:14:38+00,{971D545D-12DD-4B94-AE22-263BCFD5D043},{7DBCC227-C0BD-433A-A306-D28C0DA749CB},0.142796708,,FFP,1799876,,CERTIFIED,,,,wildcad,1,,MSMIC,,,,,2023/05/04 16:14:36+00,,,,,,,,P5M7,,2023/02/27 02:51:59+00,,2023/05/04 16:11:00+00,,,,,P8,807,SACC,,,,,,Talmer,,WF,FI,31.49744,-88.78847,,2023/02/27 03:33:00+00,,1,,0,,,0,,111,wildcad,,,,Wayne,MSMIC,28153,USFS,MSMNF,,USFS,Federal,,,,,,,,USFS,MSMNF,US-MS,Grass,GR2,,,,2023-MSMNF-000111,{7DBCC227-C0BD-433A-A306-D28C0DA749CB},,,,,2023/02/27 04:06:42+00,2023/02/27 04:07:35+00,FODR,,,,{7A18424F-0AFF-4109-9F2D-DA83C4688A9B},{303B062B-40F3-41A7-8E77-F365259B852F},0.001213261,-5.49E-08
16470,16549,Red Bluff,Wildfire Final Fire Perimeter,Hand Sketch,5,2023/05/09 19:37:27+00,2023/05/09 19:37:27+00,2023/05/09 19:37:26+00,{E662096D-03E0-43E7-8D5B-7A29B7FBCF33},{EF35608E-9481-4DB8-9364-3714FB28021B},7.592026285,,FFP,1799789,,CERTIFIED,7.59,2023/03/26 22:44:59+00,2023/03/27 17:34:00+00,wildcad,7.6,,MOMOC,,,,,2023/05/09 19:37:24+00,,,,,,,,P540,,2023/03/26 20:03:59+00,Type 5 Incident,2023/04/26 14:32:00+00,,,,,P9,905,EACC,,,,,,Red Bluff,,WF,FI,37.79141,-91.14638,,,,,,1,,,0,,190,wildcad,,,,Crawford,MOMOC,29055,Forest Service,MOMTF,,USFS,Federal,,,,,,,,USFS,MOMTF,US-MO,Timber,TL6,,,,2023-MOMTF-000190,{EF35608E-9481-4DB8-9364-3714FB28021B},,,,,2023/03/26 21:46:11+00,2023/05/01 16:32:59+00,FODR,,,,{C818D8B9-F6CC-4F60-B0B2-5C1D06352DDD},{105F8A4D-6644-41DE-B549-36C973CD3BA2},0.009498573,-3.14E-06
16471,16519,Close call ,Wildfire Final Fire Perimeter,Hand Sketch,0.1,2023/05/04 16:20:41+00,2023/05/04 16:20:41+00,2023/05/04 16:20:39+00,{47424D6C-AA10-4674-B8BB-EC8D2B762077},{55DD369A-9FE1-4F0E-8402-FF8716789D59},0.017733288,,FFP,1799887,,CERTIFIED,,2023/02/27 04:50:00+00,2023/03/20 05:00:00+00,wildcad,0.1,,MSMIC,,,,,2023/05/04 16:20:36+00,,,,,,,,P5M8,,2023/02/27 04:25:00+00,,2023/03/21 00:00:00+00,,,,,P8,807,SACC,,,,,,Close call ,,WF,FI,31.50144,-88.76326,,2023/02/27 04:31:59+00,,1,,0,,,0,,112,wildcad,,,,Wayne,MSMIC,28153,USFS,MSMNF,,USFS,Federal,,,,,,,,USFS,MSMNF,US-MS,Timber,TL2,,,,2023-MSMNF-000112,{55DD369A-9FE1-4F0E-8402-FF8716789D59},,,,,2023/02/27 04:50:39+00,2023/03/21 00:14:35+00,FODR,,,,{3110F346-3001-4420-B821-44A4703630B6},{906826E0-99C4-4E5A-9966-F241F690837F},0.000371816,-6.81E-09
16472,16516,DAVIS,Wildfire Final Fire Perimeter,Hand Sketch,0.25,2023/05/04 15:43:51+00,2023/05/04 15:43:51+00,2023/05/04 15:43:51+00,{AD97C6D1-B0EA-4103-93B5-3B4ABB94A5B1},{23D0D477-BCD5-4B0E-9759-DE5706EBC219},1.698840289,,FFP,1799825,,CERTIFIED,1.7,2023/04/03 22:05:59+00,2023/04/07 19:50:00+00,wildcad,1.7,,MOMOC,,,,,2023/05/04 15:43:48+00,,,,,,,,P6CE,,2023/04/03 19:55:00+00,,2023/04/07 19:50:00+00,,,,,P9,905,EACC,,,,,,DAVIS,,WF,FI,37.44097,-91.09778,,2023/04/03 19:56:00+00,,,,1,,,0,,230,wildcad,,,,Reynolds,MOMOC,29179,INTER,MOMOC,,Private,Private,,,,,,,,USFS,MOMTF,US-MO,Nonburnable,NB1,,,,2023-MOMTF-000230,{23D0D477-BCD5-4B0E-9759-DE5706EBC219},,,,,2023/04/03 20:14:10+00,2023/04/07 19:51:18+00,FODR,,,,{F9265673-90DC-4047-A859-C24DB2988ECA},{AA227D51-57F3-47F2-8760-11ADF9B6200E},0.004416504,-7.00E-07
16475,10605,San Pedro,Wildfire Daily Fire Perimeter,Mixed Methods,102.574318,2023/05/04 16:46:27+00,2023/06/06 20:26:32+00,,{302C85E1-5221-4648-9C87-C49553873A1D},,102.6393986,{57D2D542-04C6-45A7-A2AF-216488ECEDD1},2023 NIFS,28027195,,DEFAULT,,2023/05/06 00:59:59+00,2023/05/08 08:00:00+00,wildcade,103,0.1,AZTDC,,,,,,,,,,Undetermined,,,P7PT,,2023/05/03 17:32:59+00,,,,,,,,,SWCC,,,,,,SAN PEDRO,,WF,FI,31.548529,-110.14196,,,{302C85E1-5221-4648-9C87-C49553873A1D},,0,1,,,,,285,wildcade,,,,Cochise,AZTDC,4003,BLM,AZGID,,BLM,Federal,,,,,,,SW06S,BLM,AZGID,US-AZ,,,,,,2023-AZGID-000285,,No Decision,,,,2023/05/03 18:56:51+00,2023/05/08 17:38:08+00,IRWIN,0,,,{852722AE-8D0A-4F88-8A93-199B1C7BEB70},{F9AB2746-06A4-49CA-9FC4-26BF108EEA2B},0.052206936,-3.95E-05
16477,10615,Schoumaker Fire,Wildfire Daily Fire Perimeter,Hand Sketch,1.32,2023/05/04 17:55:32+00,2023/05/04 17:55:32+00,,{C843A399-DD13-4EBD-A0BA-4205B970ED1D},,1.3165826,{3524BE9B-D818-4955-BA86-402E200B3445},2023 NIFS,28027400,,DEFAULT,,,,INFORM_Inspector,1,1,MNMNCC,,,,,,,,,,,,,P7RU,,2023/05/03 22:10:03+00,,,,,,,,,EACC,,,,,,Schoumaker Fire,,WF,FI,,,,,{C843A399-DD13-4EBD-A0BA-4205B970ED1D},,0,0,,,,,344010,firecode,,,,Pine,MNMNCC,27115,,,,Private,Private,,,,,,,EA03,DNR,MN3SS,US-MN,,,,,,2023-MN3SS-344010,,No Decision,,,,2023/05/04 17:42:26+00,2023/05/04 17:42:29+00,IRWIN,0,,,{6270C775-1114-4FBA-BF42-0785CE069511},{06E7B24C-EE94-40AE-AC48-37C24E9C49F0},0.00384768,-6.22E-07
16478,10296,11,Wildfire Daily Fire Perimeter,Hand Sketch,1,2023/05/02 20:58:17+00,2023/05/04 20:03:11+00,2023/05/03 00:59:21+00,{73FBDBB2-9DB8-485C-8F31-F779E5AC38B1},,5.78457062,{EAD2B4FC-3E6F-411F-ACD5-25B6BB45083B},2023 NIFS,28027036,,DEFAULT,,,,INFORM_Inspector,1,1,MNMNCC,,,,,,,,,,,,,,,2023/05/02 19:59:22+00,,,,,,,,,EACC,,,,,,11,,WF,FI,,,,,{73FBDBB2-9DB8-485C-8F31-F779E5AC38B1},,0,0,,,,,11,INFORM_Inspector,,,,Morrison,MNMNCC,27097,,,,Private,Private,,,,,,,EA02,DNR,MN3VS,US-MN,,,,,,2023-MN3VS-000011,,No Decision,,,,2023/05/02 20:58:09+00,2023/05/02 20:58:09+00,IRWIN,0,,,{3F5DA57C-68F8-42FD-A7CC-7D1C9BDF316E},{750C42FA-3C10-4952-94B7-0F9A0BDDDAB1},0.008396437,-2.71E-06
16479,10647,PAINTROCK,Wildfire Daily Fire Perimeter,Remote Sensing Derived,40.12997,2023/05/04 19:42:59+00,2023/05/04 19:58:23+00,2023/05/04 00:00:00+00,{5FE739B0-F9B9-483F-9ADF-D7407D6B132D},,40.12997261,{5C8F2862-AE85-4AF6-8436-CF3429936EBA},2023 NIFS,28026287,,DEFAULT,,,,wildcad,20,20,WYCDC,,,,,,,,,,Undetermined,,,P7F1,,2023/04/28 18:32:00+00,,,,,,,PN,1522,RMCC,,,,,,PAINTROCK,,WF,FI,44.22838,-107.6801,100,,{5FE739B0-F9B9-483F-9ADF-D7407D6B132D},,0,1,0,0,0,,78,wildcad,,,,Big Horn,WYCDC,56003,,,,Private,Private,,,,,,,RM02,C&L,WYBHX,US-WY,,,,,,2023-WYBHX-000078,,No Decision,,,,2023/04/28 21:33:59+00,2023/05/08 16:29:15+00,IRWIN,0,,,{06BCDCAB-D91D-4D03-8A43-DF18AE3ED9C2},{05683035-4A16-463A-9057-0CE169CB95AD},0.039202014,-1.83E-05
16481,16590,Chadwick,Wildfire Final Fire Perimeter,Hand Sketch,0.25,2023/05/11 14:58:13+00,2023/05/11 14:58:13+00,2023/05/11 14:58:12+00,{DF48850E-E9B7-4493-AD48-C2B21A073F85},{DDF96167-EC73-4D4F-8A14-3B07411A9C52},0.585057268,,FFP,1797574,,CERTIFIED,0.59,2023/04/10 18:30:00+00,2023/04/13 17:06:59+00,wildcad,0.59,,MOMOC,,,,,2023/05/11 14:58:10+00,,,,,,,,P6MZ,,2023/04/10 17:40:00+00,,2023/05/01 17:00:00+00,,,,,P9,905,EACC,,,,,,Chadwick,,WF,FI,36.91809,-92.94153,,,,,,0,,,0,,254,wildcad,,,,Christian,MOMOC,29043,,,,Private,Private,,,,,,,,USFS,MOMTF,US-MO,Timber,TL6,,,,2023-MOMTF-000254,{DDF96167-EC73-4D4F-8A14-3B07411A9C52},,,,,2023/04/10 18:45:57+00,2023/05/01 18:18:42+00,FODR,,,,{4190ACFE-294D-426B-8A4D-EF6BAE28B892},{14501823-703B-4D1E-BF87-0842A92C4AE9},0.003754578,-2.39E-07
16482,16521,Brakefield,Wildfire Final Fire Perimeter,Hand Sketch,10,2023/05/04 17:40:52+00,2023/05/04 17:40:52+00,2023/05/04 17:40:52+00,{D9EA9864-6EC9-4B07-B142-B85FE9FD9087},{A33C421F-284D-4341-96AB-6F80011E924F},25.97021735,,FFP,1797553,,CERTIFIED,25.97,2023/04/09 17:00:00+00,2023/05/01 18:14:59+00,wildcad,26,,MOMOC,,,,,2023/05/04 17:40:49+00,,,,,,,,P6JD,,2023/04/08 19:46:00+00,,2023/05/01 18:14:59+00,,,,,P9,905,EACC,,,,,,Brakefield,,WF,FI,36.90705,-91.21293,,2023/04/08 20:11:00+00,,,,0,,,0,,246,wildcad,,,,Washington,MOMOC,29221,USFS,MOMTF,,USFS,Federal,,,,,,,,USFS,MOMTF,US-MO,Timber,TL6,,,,2023-MOMTF-000246,{A33C421F-284D-4341-96AB-6F80011E924F},,,,,2023/04/08 22:07:15+00,2023/04/09 19:19:45+00,FODR,,,,{CC8C5CCD-27CF-41B6-BEE7-4C8B41FE7D79},{22811887-41DC-4A73-AB8F-8099DDC2C482},0.021246786,-1.08E-05
16483,16933,Pond,Wildfire Final Fire Perimeter,GPS-Walked,12,2023/06/27 21:14:18+00,2023/06/27 21:14:18+00,2023/06/27 21:14:18+00,{67088CCD-256B-4238-AB47-9251334FFD2A},{31829336-3C33-4001-A224-DE8FB4971EB3},23.56804444,,FFP,1866319,,CERTIFIED,23.56,2023/04/11 06:35:00+00,2023/04/17 20:50:00+00,wildcad,24,,MOMOC,,,,,2023/06/27 21:14:15+00,,,,,,,,P6M9,,2023/04/11 02:29:59+00,,2023/04/23 18:07:00+00,,,,,P9,905,EACC,,,,,,Pond,,WF,FI,36.6323,-92.6907,,2023/04/11 02:55:00+00,,1,,0,,,0,,262,wildcad,,,,Ozark,MOMOC,29153,USFS,MOMTF,,USFS,Federal,,,,,,,,USFS,MOMTF,US-MO,Nonburnable,NB1,,,,2023-MOMTF-000262,{31829336-3C33-4001-A224-DE8FB4971EB3},,,,,2023/04/11 04:26:29+00,2023/04/23 18:06:59+00,FODR,,,,{702A9D9E-CD2B-4D6F-A620-7BD7AC33121E},{41E31552-7EF5-47E2-9BFA-CE9B6565A849},0.015258708,-9.61E-06
16484,16520,JAYHAWKER,Wildfire Final Fire Perimeter,Hand Sketch,1,2023/05/04 17:08:36+00,2023/05/04 17:08:36+00,2023/05/04 17:08:36+00,{C9BA190C-7E41-41CB-B232-368052C83A6B},{6B33C045-89C4-4094-8DE9-98C9D1A88DBB},2.547080182,,FFP,1799945,,CERTIFIED,2.55,2023/04/03 23:35:59+00,2023/04/07 19:56:00+00,wildcad,2.6,,MOMOC,,,,,2023/05/04 17:08:34+00,,,,,,,,P6CP,,2023/04/03 22:02:00+00,,2023/04/07 19:56:00+00,,,,,P9,905,EACC,,,,,,JAYHAWKER,,WF,FI,37.42383,-91.1664,,2023/04/03 22:12:00+00,,,,1,,,0,,232,wildcad,,,,Reynolds,MOMOC,29179,USFS,MOMTF,,USFS,Federal,,,,,,,,USFS,MOMTF,US-MO,Timber,TL6,,,,2023-MOMTF-000232,{6B33C045-89C4-4094-8DE9-98C9D1A88DBB},,,,,2023/04/03 22:29:33+00,2023/05/04 17:00:43+00,FODR,,,,{EBA7BF84-24BF-4CA9-9671-CF0248DD189A},{677FB2A8-7CC4-474C-885D-E92E5806B50D},0.004990389,-1.05E-06
16485,10172,Snowshoe,Wildfire Daily Fire Perimeter,Hand Sketch,1,2023/05/01 22:48:03+00,2023/05/04 20:35:24+00,2023/05/02 03:13:41+00,{E8F601E2-F923-4522-8F22-29CFE0BE7EA9},,4.729062301,{8A6AF1E3-3F86-49B6-BAD4-50A38A609388},2023 NIFS,28026870,,DEFAULT,,,,INFORM_Inspector,1,1,MNMNCC,,,,,,,,,,,,,,,2023/05/01 22:13:41+00,,,,,,,,,EACC,,,,,,Snowshoe,,WF,FI,,,,,{E8F601E2-F923-4522-8F22-29CFE0BE7EA9},,0,0,,,,,10,INFORM_Inspector,,,,Todd,MNMNCC,27153,,,,Private,Private,,,,,,,EA01,DNR,MN3VS,US-MN,,,,,,2023-MN3VS-000010,,No Decision,,,,2023/05/01 22:47:56+00,2023/05/01 22:47:56+00,IRWIN,0,,,{F0F42E30-87F4-4B6D-A0CE-24501326AD15},{40F65ACC-7E55-4912-ABAD-2097A6AF5605},0.00569216,-2.24E-06
16486,10640,13,Wildfire Daily Fire Perimeter,Hand Sketch,0.01,2023/05/04 19:45:56+00,2023/05/05 19:43:20+00,2023/05/04 03:30:45+00,{FD3538A4-DC34-4AB5-AAD3-33F4844004C1},,0.18984328,{10D0F9C3-D6F6-4547-AB98-4F733163B9EE},2023 NIFS,28027434,,DEFAULT,,,,INFORM_Inspector,0.01,0.01,MNMNCC,,,,,,,,,,,,,,,2023/05/03 22:30:45+00,,,,,,,,,EACC,,,,,,13,,WF,FI,,,,,{FD3538A4-DC34-4AB5-AAD3-33F4844004C1},,0,0,,,,,13,INFORM_Inspector,,,,Sherburne,MNMNCC,27141,DNR,MNMNS,,State,Other,,,,,,,EA03,DNR,MN3VS,US-MN,,,,,,2023-MN3VS-000013,,No Decision,,,,2023/05/04 19:45:21+00,2023/05/04 19:45:21+00,IRWIN,0,,,{97073A7C-2224-49F0-9B72-03ACA8DE29F1},{20F2543E-6C7E-40A8-B19B-9EE2138684CE},0.00150283,-8.84E-08
16487,10683,Aspen,Wildfire Daily Fire Perimeter,Hand Sketch,1.92,2023/05/04 23:01:06+00,2023/05/04 23:01:06+00,,{25682C92-9DA4-4104-94A5-72CC97BB793E},,1.919850126,{25148501-B1CF-4831-B170-604792F16C24},2023 NIFS,28027474,,DEFAULT,,,,INFORM_Inspector,4,4,MNMNCC,,,,,,,,,,,,,P7SN,,2023/05/04 17:56:42+00,,,,,,,,,EACC,,,,,,Aspen,,WF,FI,,,,,{25682C92-9DA4-4104-94A5-72CC97BB793E},,0,0,,,,,23,firecode,,,,Otter Tail,MNMNCC,27111,,,,Private,Private,,,,,,,EA01,DNR,MN1GS,US-MN,,,,,,2023-MN1GS-000023,,No Decision,,,,2023/05/04 22:51:00+00,2023/05/04 22:51:02+00,IRWIN,0,,,{77975E6C-60B7-4099-9612-5496DF1D0D9A},{3EA1A173-5DBA-4E01-85BB-72E343A4A1CE},0.003547544,-9.12E-07
16488,10709,Gust,Wildfire Daily Fire Perimeter,Hand Sketch,7.96,2023/05/05 04:45:29+00,2023/05/05 04:45:29+00,,{91E06069-EF94-484A-9996-B70DCCC2CD71},,7.95851233,{38D98898-73BA-4E34-9BF8-87414B92E58F},2023 NIFS,28027503,,DEFAULT,,,,INFORM_Inspector,9,9,MNMNCC,,,,,,,,,,,,,,,2023/05/04 23:50:12+00,,,,,,,,,EACC,,,,,,Gust,,WF,FI,,,,,{91E06069-EF94-484A-9996-B70DCCC2CD71},,0,0,,,,,4,INFORM_Inspector,,,,St. Louis,MNMNCC,27137,,,,Private,Private,,,,,,,EA03,DNR,MN2LS,US-MN,,,,,,2023-MN2LS-000004,,No Decision,,,,2023/05/05 04:38:56+00,2023/05/05 04:38:56+00,IRWIN,0,,,{F4DC1E3E-8CB3-4D9F-AEB9-A22B0D9DD544},{83905C6D-842B-4AEE-9CB8-CB5943F996C0},0.010726056,-3.83E-06
16489,10707,Bunker Rd.,Wildfire Daily Fire Perimeter,Hand Sketch,40,2023/05/05 04:23:33+00,2023/05/08 16:48:47+00,2023/05/04 23:55:47+00,{70BA5DEB-C681-44E1-A3B0-33D12A18BCD9},,40.72564406,{47DB2DDD-2011-43B8-8E48-563E780F5172},2023 NIFS,28027502,,DEFAULT,,,,INFORM_Inspector,40,40,MNMNCC,,,,,,,,,,,,,P7UJ,,2023/05/04 18:55:47+00,,,,,,,,,EACC,,,,,,Bunker Rd.,,WF,FI,,,,,{70BA5DEB-C681-44E1-A3B0-33D12A18BCD9},,0,1,0,0,0,,2,firecode,,,,St. Louis,MNMNCC,27137,,,,Private,Private,,,,,,,EA03,DNR,MN2LS,US-MN,,,,,,2023-MN2LS-000002,,No Decision,,,,2023/05/05 04:23:20+00,2023/05/08 12:56:48+00,IRWIN,0,,,{C0375C42-151A-450F-AD51-971F99D84B6E},{850C9EF7-9D29-4F7B-8F73-CDB9D17AED71},0.024448759,-1.96E-05
